Fecha,ID_local,clave_producto,venta,venta_empleado
23-abr-19,3,qsd,4841,6332756
07-mar-20,2,pzz,4722,6332756
18-oct-19,2,qsd,2174,5942572
14-feb-19,3,brr,2837,9922377
05-ago-19,4,brr,3431,9611338
12-feb-20,3,pzz,1271,3833745
30-sep-19,2,qsd,4085,9611338
22-abr-19,2,brr,1089,6931035
14-oct-19,2,clz,1610,3833745
21-ene-20,3,qsd,829,6332756
19-mar-19,1,brr,1766,1111222
20-dic-19,1,clz,1869,9611338
14-nov-19,4,qsd,3516,6931035
14-feb-19,4,pzz,3222,4245367
20-ene-20,2,brr,4872,6931035
04-oct-19,4,pzz,4407,5942572
03-feb-20,2,clz,4991,2630867
14-oct-19,2,qsd,428,2630867
20-jul-19,3,qsd,4400,6332756
25-feb-20,2,brr,5903,6332756
19-nov-19,3,pzz,5760,2630867
29-feb-20,3,brr,3737,2520477
26-may-19,4,clz,5092,2520477
13-jul-19,1,qsd,774,6931035
19-jun-19,4,qsd,4727,2520477
08-jun-19,3,brr,5053,2310967
03-ene-20,1,clz,3961,1111222
18-sep-19,3,clz,5025,3833745
12-may-19,1,pzz,4442,9922377
24-jun-19,1,pzz,3623,4245367
11-sep-19,3,clz,3448,9611338
23-mar-19,4,clz,1468,4245367
27-jun-19,4,pzz,1084,1111222
05-jun-19,4,clz,525,5942572
12-nov-19,4,pzz,843,6332756
23-nov-19,1,qsd,2768,5942572
19-feb-20,1,clz,4957,6332756
06-nov-19,3,qsd,5807,2520477
17-nov-19,4,clz,2694,6332756
07-oct-19,3,brr,2983,6931035
16-may-19,4,pzz,5931,1111222
28-oct-19,4,pzz,1159,6931035
23-mar-19,2,brr,3766,2310967
16-jun-19,1,pzz,2849,9611338
19-dic-19,1,qsd,762,6332756
18-jul-19,3,qsd,2387,3833745
12-abr-19,4,qsd,5327,2310967
12-feb-19,3,clz,5491,6332756
31-ago-19,2,qsd,3398,6332756
19-feb-19,3,brr,1851,2630867
13-sep-19,4,qsd,2310,9922377
09-mar-19,3,qsd,3192,1111222
07-ene-20,4,clz,2181,2310967
07-jul-19,1,clz,4824,5942572
25-ago-19,3,brr,4346,1111222
16-feb-19,1,pzz,2207,6332756
07-may-19,1,pzz,1029,9611338
23-feb-20,4,pzz,3280,9922377
22-nov-19,4,pzz,4740,1111222
12-ene-20,2,brr,545,1111222
05-mar-20,3,brr,1440,9611338
28-mar-19,2,brr,4946,1111222
05-dic-19,3,qsd,3940,9922377
11-ene-20,2,pzz,1896,2310967
16-ene-20,1,clz,433,9922377
28-mar-19,4,brr,307,1111222
08-ago-19,1,qsd,3706,9922377
22-ago-19,3,pzz,1151,4245367
04-oct-19,1,pzz,2933,4245367
11-jul-19,4,clz,967,4245367
14-jun-19,2,qsd,2049,9922377
21-sep-19,4,pzz,5003,9611338
28-feb-19,2,clz,3560,4245367
15-jun-19,3,pzz,4642,9611338
07-ene-20,1,pzz,3652,1111222
07-ago-19,2,pzz,1354,2310967
20-ene-20,1,brr,918,2630867
19-ago-19,3,pzz,2667,3833745
01-mar-19,1,qsd,5241,9922377
29-ago-19,4,qsd,1186,1111222
13-mar-19,1,brr,3235,6931035
06-ago-19,1,clz,3575,9611338
30-ago-19,4,clz,5366,1111222
24-feb-19,1,pzz,4654,2630867
04-may-19,4,pzz,1369,1111222
12-nov-19,4,qsd,536,2630867
04-jun-19,3,brr,5643,1111222
03-dic-19,3,pzz,4036,1111222
15-oct-19,1,pzz,4083,5942572
08-may-19,3,qsd,5706,4245367
11-dic-19,2,brr,5868,4245367
26-may-19,4,qsd,4612,4245367
07-abr-19,2,brr,5388,6931035
22-may-19,4,brr,4233,1111222
12-nov-19,3,brr,5727,1111222
03-jul-19,2,brr,1054,6332756
02-sep-19,1,qsd,1279,6332756
31-mar-19,2,qsd,4032,6931035
02-mar-19,3,brr,1836,6332756
05-abr-19,4,pzz,4484,2310967
11-jun-19,3,pzz,2879,4245367
18-feb-19,3,brr,4859,2630867
15-oct-19,4,clz,775,9611338
09-abr-19,4,clz,5037,2310967
25-jul-19,1,pzz,3615,3833745
13-feb-19,4,qsd,5163,3833745
27-oct-19,3,clz,241,2520477
07-abr-19,1,pzz,5319,5942572
12-jul-19,2,qsd,5819,6332756
17-mar-19,1,qsd,5961,6332756
24-feb-20,4,clz,538,2630867
06-mar-20,3,brr,4693,9611338
09-ago-19,2,pzz,3243,2630867
11-oct-19,4,pzz,5573,3833745
09-nov-19,4,brr,3546,2520477
20-feb-19,3,qsd,4386,3833745
29-sep-19,1,pzz,3356,4245367
31-dic-19,1,clz,3402,5942572
02-abr-19,3,qsd,4333,2630867
07-feb-19,3,brr,3280,2630867
06-abr-19,3,pzz,5462,2520477
10-oct-19,4,pzz,2255,6332756
15-ago-19,2,brr,1325,3833745
18-ene-20,2,brr,2235,2310967
27-oct-19,2,brr,5788,9922377
03-abr-19,3,brr,5294,4245367
17-dic-19,4,pzz,770,4245367
15-sep-19,3,clz,1964,6931035
29-ene-20,1,brr,1913,2520477
05-sep-19,4,clz,4091,2630867
28-abr-19,1,qsd,818,1111222
10-jul-19,2,pzz,5071,2310967
08-dic-19,3,clz,3797,3833745
27-ago-19,2,brr,5362,5942572
26-jun-19,2,pzz,2242,2630867
22-ene-20,4,brr,4663,9922377
01-nov-19,1,qsd,365,2520477
10-ago-19,3,pzz,683,9611338
20-dic-19,1,qsd,2533,9611338
20-feb-20,4,brr,907,2310967
27-feb-19,1,qsd,836,4245367
18-oct-19,1,clz,3903,2310967
17-jun-19,1,clz,2980,2520477
31-jul-19,1,pzz,4152,3833745
02-ago-19,4,qsd,1553,4245367
27-dic-19,2,brr,4994,9611338
08-sep-19,1,pzz,897,2310967
13-ago-19,1,brr,2368,9922377
11-dic-19,3,qsd,1222,9611338
12-abr-19,4,clz,5330,5942572
17-ago-19,1,clz,5704,2520477
27-sep-19,2,brr,2139,1111222
16-feb-19,2,qsd,770,4245367
19-oct-19,3,brr,4265,6931035
01-sep-19,2,pzz,452,5942572
14-jun-19,3,brr,3062,1111222
29-oct-19,4,brr,1850,2630867
10-jun-19,2,clz,4041,2310967
23-jul-19,4,clz,2253,3833745
04-mar-19,3,clz,1718,3833745
10-ago-19,2,qsd,3738,2630867
18-dic-19,3,pzz,637,5942572
27-jun-19,4,pzz,5683,1111222
15-ago-19,2,brr,3261,2520477
21-nov-19,3,pzz,240,4245367
11-mar-19,3,clz,2480,6332756
24-jul-19,4,pzz,5227,6332756
14-oct-19,3,pzz,4741,9611338
28-oct-19,4,clz,1600,1111222
09-ene-20,3,qsd,267,2630867
26-sep-19,2,brr,5766,6931035
17-nov-19,1,brr,2045,2520477
06-mar-20,1,clz,1600,2630867
25-may-19,4,qsd,1450,5942572
02-mar-19,1,clz,4773,3833745
06-ago-19,2,brr,2247,9922377
25-jul-19,1,clz,2325,6931035
10-may-19,1,qsd,3529,2520477
25-ene-20,2,qsd,4570,2630867
20-may-19,2,clz,3811,4245367
15-feb-20,2,clz,809,6931035
21-feb-19,1,qsd,4175,9922377
16-oct-19,2,pzz,3106,6931035
30-may-19,3,qsd,5248,4245367
16-mar-19,1,brr,5283,3833745
14-dic-19,2,qsd,2202,2520477
27-jul-19,3,qsd,5883,6332756
25-ago-19,4,clz,3781,5942572
26-dic-19,3,clz,585,9922377
03-abr-19,3,qsd,2896,6332756
09-may-19,4,clz,2827,6931035
19-feb-20,1,qsd,2494,4245367
06-sep-19,4,qsd,439,2310967
08-dic-19,2,pzz,1912,1111222
09-feb-19,3,brr,4030,3833745
29-oct-19,4,brr,3382,3833745
23-jun-19,3,clz,377,2630867
24-jun-19,3,pzz,5195,2520477
07-ago-19,2,pzz,3891,2310967
10-dic-19,1,brr,1293,4245367
03-abr-19,3,qsd,1576,2630867
04-oct-19,2,pzz,2612,2630867
29-feb-20,4,brr,632,9611338
19-oct-19,2,brr,485,9922377
15-sep-19,1,brr,2503,6931035
31-jul-19,3,brr,720,9611338
27-nov-19,4,clz,5914,2310967
16-jun-19,2,brr,5569,6332756
25-jun-19,1,clz,1513,5942572
07-jul-19,1,brr,3605,9922377
25-may-19,1,qsd,3369,1111222
19-may-19,2,pzz,2006,2520477
29-oct-19,4,brr,1694,2520477
08-feb-19,2,pzz,281,6332756
14-feb-19,2,qsd,4845,3833745
14-feb-19,3,clz,2265,1111222
05-ago-19,2,clz,5559,5942572
15-nov-19,2,qsd,2339,6931035
15-ene-20,1,clz,5285,9611338
18-jun-19,3,brr,3552,1111222
18-jul-19,3,brr,3362,3833745
20-jun-19,1,brr,5156,9922377
07-feb-20,3,qsd,4431,2630867
06-jun-19,3,pzz,5624,2310967
21-mar-19,4,clz,283,9611338
22-nov-19,3,brr,3441,9611338
06-nov-19,2,qsd,4228,2520477
22-ene-20,3,pzz,1167,9611338
18-nov-19,3,qsd,2510,6931035
24-oct-19,4,qsd,236,4245367
25-sep-19,4,brr,3764,9611338
10-nov-19,2,pzz,2371,3833745
20-ago-19,1,clz,3238,5942572
10-ene-20,4,qsd,5057,6931035
28-oct-19,3,clz,2723,6931035
06-jul-19,3,pzz,3456,9922377
16-nov-19,3,pzz,1022,1111222
14-abr-19,4,qsd,5118,2520477
14-ene-20,4,clz,3353,1111222
26-ene-20,4,qsd,1216,2520477
11-may-19,3,pzz,233,9922377
06-jul-19,4,clz,4819,2630867
22-ago-19,4,qsd,3931,9611338
24-jun-19,3,pzz,5370,3833745
05-feb-19,1,qsd,691,4245367
20-mar-19,3,qsd,1273,2520477
07-nov-19,2,brr,4937,1111222
01-sep-19,3,brr,3050,5942572
16-ago-19,3,pzz,1310,4245367
16-dic-19,2,clz,5287,2630867
03-oct-19,1,brr,5274,4245367
29-mar-19,3,qsd,1954,6332756
16-nov-19,1,brr,4291,6931035
13-nov-19,3,pzz,5907,2630867
31-oct-19,3,qsd,5965,9611338
10-sep-19,3,brr,4487,6332756
01-nov-19,3,qsd,5594,3833745
14-ene-20,2,clz,2291,1111222
05-nov-19,4,pzz,867,1111222
21-mar-19,1,clz,3552,2520477
06-feb-20,2,pzz,4014,3833745
18-nov-19,3,brr,3134,9611338
13-jul-19,1,qsd,3796,2630867
29-mar-19,1,qsd,1899,2520477
24-jun-19,4,qsd,380,6332756
29-mar-19,2,pzz,1770,2630867
15-oct-19,3,clz,750,2520477
28-feb-20,4,pzz,2371,9611338
19-abr-19,2,qsd,3000,3833745
23-jun-19,3,qsd,5248,1111222
24-mar-19,1,pzz,1600,1111222
27-oct-19,3,pzz,350,3833745
19-nov-19,4,pzz,5042,3833745
30-abr-19,1,brr,3688,9922377
14-dic-19,2,pzz,4031,9922377
19-oct-19,1,pzz,5310,2520477
29-jun-19,2,clz,3485,4245367
12-nov-19,1,clz,2030,2630867
12-abr-19,2,brr,3479,2630867
12-feb-19,3,clz,5040,9611338
03-nov-19,4,pzz,4363,9611338
05-may-19,2,brr,1431,1111222
06-ene-20,3,pzz,4448,9611338
17-feb-19,1,brr,3531,6931035
01-abr-19,4,brr,4795,2630867
23-jun-19,1,qsd,674,6332756
14-nov-19,1,qsd,5927,4245367
02-mar-19,1,brr,1346,6332756
10-jul-19,4,pzz,235,9922377
29-ago-19,3,pzz,3324,9611338
07-feb-20,2,qsd,1080,6931035
24-jul-19,1,pzz,3686,9922377
28-feb-20,3,pzz,1564,9611338
16-feb-19,2,clz,469,6931035
10-sep-19,1,qsd,3811,1111222
02-ene-20,4,brr,5095,9922377
21-oct-19,4,pzz,4199,9922377
17-jun-19,4,qsd,935,6931035
08-jun-19,3,pzz,1151,9611338
17-sep-19,3,qsd,420,6332756
28-feb-19,4,brr,3981,2630867
20-feb-20,1,clz,1676,3833745
11-dic-19,3,pzz,5638,1111222
10-ene-20,3,brr,3482,1111222
24-nov-19,1,brr,3910,1111222
11-sep-19,1,pzz,5347,4245367
03-mar-20,4,clz,556,6332756
18-oct-19,2,pzz,3053,2630867
08-ene-20,1,brr,2444,5942572
02-mar-19,4,qsd,5471,4245367
03-oct-19,4,clz,1960,2630867
13-nov-19,3,pzz,5140,9922377
10-mar-19,4,qsd,4157,4245367
15-ene-20,3,qsd,5458,2520477
09-oct-19,1,qsd,650,2310967
27-ago-19,2,clz,4675,6332756
15-feb-20,1,brr,553,6332756
01-dic-19,2,brr,4365,9922377
09-mar-19,1,clz,2465,1111222
27-abr-19,2,brr,1327,1111222
07-jun-19,4,pzz,1028,6931035
16-ene-20,2,brr,3728,3833745
23-may-19,2,clz,3350,9611338
06-may-19,4,brr,2694,6931035
10-may-19,1,clz,4354,6332756
20-jul-19,3,pzz,5751,9922377
19-oct-19,2,pzz,2073,6931035
16-feb-20,1,pzz,4491,2520477
23-jun-19,1,clz,3033,1111222
02-jul-19,1,clz,4566,1111222
02-oct-19,2,qsd,234,6931035
09-oct-19,2,clz,630,4245367
10-nov-19,2,clz,1235,2520477
28-oct-19,2,brr,788,3833745
02-ene-20,2,pzz,1537,1111222
17-abr-19,4,pzz,2632,6332756
29-jun-19,3,brr,5650,4245367
19-ago-19,1,pzz,3543,9922377
30-mar-19,4,qsd,5261,1111222
18-oct-19,3,clz,3693,9611338
24-dic-19,2,pzz,2834,2520477
27-jun-19,4,brr,2943,2630867
31-mar-19,2,qsd,5735,2630867
26-feb-20,2,brr,1529,2520477
13-mar-19,2,clz,4954,6931035
11-jul-19,4,brr,692,2520477
19-feb-19,2,qsd,2860,9611338
11-jul-19,2,pzz,1979,4245367
17-may-19,4,clz,2844,2520477
08-ene-20,4,clz,2861,2630867
01-may-19,1,qsd,491,5942572
21-feb-20,2,clz,3016,3833745
06-mar-19,3,qsd,3353,2630867
06-abr-19,3,clz,5139,2520477
07-sep-19,3,qsd,3576,6931035
27-feb-20,2,brr,3640,1111222
24-ene-20,1,qsd,5239,9611338
12-oct-19,4,pzz,5656,2630867
23-dic-19,3,clz,2154,2520477
27-jul-19,2,clz,2410,2630867
19-feb-19,1,pzz,3619,4245367
07-abr-19,3,pzz,2702,6931035
18-jun-19,3,brr,5947,6931035
15-abr-19,1,pzz,4207,9922377
22-mar-19,4,brr,5071,2520477
11-feb-19,2,brr,1113,9611338
31-dic-19,1,pzz,2736,2630867
17-oct-19,3,clz,5204,4245367
17-abr-19,2,qsd,3564,2630867
27-jun-19,3,clz,2381,6931035
05-jul-19,1,clz,5397,9922377
29-jul-19,1,brr,4973,6332756
03-jul-19,1,qsd,3723,6931035
21-feb-19,4,clz,1505,4245367
11-feb-20,4,pzz,3554,9611338
11-may-19,1,brr,3287,2630867
24-may-19,4,clz,2781,5942572
31-oct-19,1,clz,4670,3833745
28-feb-20,1,qsd,5005,2520477
29-nov-19,3,pzz,1558,1111222
24-abr-19,4,brr,233,2630867
14-jun-19,2,brr,5428,6332756
02-oct-19,4,pzz,4510,1111222
18-jul-19,2,qsd,4651,3833745
14-mar-19,3,clz,3681,2630867
10-mar-19,1,brr,5763,2310967
04-dic-19,3,qsd,2368,2310967
16-jul-19,1,clz,2789,3833745
21-ene-20,4,clz,501,4245367
27-abr-19,1,brr,2441,2520477
17-nov-19,4,qsd,1180,1111222
18-mar-19,3,qsd,5963,2630867
19-dic-19,3,pzz,4703,2310967
01-ago-19,2,brr,4067,2630867
26-jul-19,3,clz,4084,1111222
15-ene-20,2,qsd,5645,2310967
10-abr-19,1,pzz,3869,6931035
22-abr-19,3,pzz,3346,6931035
23-oct-19,1,clz,5790,6332756
05-abr-19,1,pzz,3267,5942572
25-feb-20,2,clz,2294,4245367
10-oct-19,3,brr,891,9611338
30-mar-19,2,clz,3345,6931035
23-ene-20,1,pzz,5069,2310967
05-ago-19,1,pzz,4646,2520477
18-ene-20,4,brr,581,1111222
22-abr-19,2,brr,4999,6332756
03-may-19,2,qsd,5170,6931035
02-oct-19,4,qsd,3336,2310967
11-may-19,4,brr,5801,5942572
05-ene-20,3,clz,272,4245367
12-dic-19,3,qsd,3052,5942572
07-oct-19,4,brr,3952,2520477
17-may-19,3,brr,2793,9922377
11-ene-20,4,pzz,4868,2630867
15-feb-19,3,qsd,4533,2520477
26-sep-19,4,qsd,438,6332756
02-jul-19,2,pzz,3858,6332756
14-jun-19,4,pzz,1174,5942572
05-ago-19,4,pzz,1066,1111222
23-jun-19,1,qsd,765,9922377
13-jun-19,2,brr,3815,6332756
03-may-19,4,clz,2861,9922377
17-nov-19,3,brr,5760,6931035
24-sep-19,1,pzz,5566,2310967
19-ene-20,2,clz,1473,9922377
27-abr-19,4,brr,1225,2310967
07-may-19,2,qsd,3809,9611338
06-may-19,1,pzz,2830,1111222
26-sep-19,1,qsd,2322,4245367
08-nov-19,3,qsd,3978,9611338
25-sep-19,1,clz,4852,6931035
04-sep-19,4,qsd,5857,4245367
28-may-19,4,pzz,3911,2630867
08-jun-19,3,qsd,2270,9922377
03-ene-20,1,clz,2251,3833745
05-feb-19,4,clz,4292,6931035
04-dic-19,2,qsd,2566,2310967
12-ago-19,4,brr,5037,9611338
19-jun-19,4,brr,1734,9922377
29-jul-19,1,qsd,5767,1111222
20-jul-19,1,pzz,2015,4245367
25-oct-19,3,pzz,2121,4245367
25-ago-19,2,brr,4017,9922377
03-mar-19,1,brr,1737,9611338
03-feb-20,2,pzz,4881,9922377
29-feb-20,1,qsd,3358,4245367
05-may-19,1,clz,1424,5942572
22-dic-19,1,brr,5751,9611338
21-ene-20,3,qsd,4766,2630867
16-nov-19,1,clz,1665,4245367
11-jul-19,4,clz,3501,2630867
10-may-19,4,qsd,4618,4245367
01-jul-19,4,pzz,4312,3833745
22-sep-19,3,qsd,1270,6332756
03-jun-19,1,qsd,4317,2520477
12-jul-19,1,qsd,4886,3833745
26-nov-19,3,pzz,3100,2630867
10-may-19,2,pzz,1748,3833745
05-feb-19,4,qsd,3615,2310967
07-oct-19,2,brr,5345,5942572
11-ene-20,2,qsd,3801,9922377
11-mar-19,1,clz,953,4245367
02-jul-19,2,pzz,5205,2520477
05-feb-19,4,pzz,3068,3833745
13-feb-20,3,brr,4674,9922377
18-mar-19,1,pzz,5495,2310967
16-oct-19,3,pzz,2026,2520477
29-abr-19,2,pzz,4258,6931035
07-dic-19,2,clz,3934,3833745
03-mar-19,2,brr,4147,1111222
13-oct-19,4,pzz,1094,9611338
07-may-19,4,pzz,4637,3833745
27-jun-19,3,pzz,3873,1111222
23-oct-19,2,clz,5603,9611338
13-sep-19,4,qsd,5644,2630867
31-ago-19,1,qsd,3372,3833745
23-dic-19,1,brr,2514,4245367
23-nov-19,2,pzz,2048,2630867
07-ago-19,4,brr,4283,1111222
11-sep-19,4,clz,1765,3833745
16-jun-19,4,brr,325,3833745
02-jun-19,3,brr,4910,1111222
11-may-19,1,clz,2982,6332756
01-jul-19,3,pzz,5882,2310967
15-feb-20,4,pzz,5183,5942572
14-feb-20,4,pzz,2642,4245367
14-jul-19,1,qsd,997,1111222
15-sep-19,3,clz,5637,6332756
12-jun-19,4,qsd,2244,2630867
08-feb-20,2,brr,5642,3833745
05-sep-19,3,pzz,830,9611338
03-dic-19,4,qsd,2038,3833745
29-abr-19,1,brr,5527,2630867
15-sep-19,3,brr,670,6332756
04-ago-19,1,brr,1306,2310967
05-oct-19,3,pzz,5852,2630867
28-sep-19,3,clz,5682,2630867
21-sep-19,3,clz,3151,2520477
10-feb-19,3,brr,1247,5942572
11-abr-19,1,brr,3205,3833745
28-feb-19,1,brr,3844,5942572
26-dic-19,3,pzz,1278,1111222
01-jul-19,3,pzz,3834,9922377
16-ago-19,2,pzz,2727,2630867
04-sep-19,2,brr,2507,4245367
01-ene-20,2,qsd,5434,9611338
06-may-19,4,clz,5748,2520477
01-oct-19,3,qsd,1635,3833745
30-jun-19,3,brr,323,9611338
13-ene-20,4,brr,2113,6332756
20-sep-19,3,brr,258,2520477
29-abr-19,2,pzz,5178,2520477
21-sep-19,4,qsd,3194,6332756
16-dic-19,2,qsd,5995,2310967
25-jun-19,3,clz,5735,5942572
18-feb-20,1,qsd,4684,9922377
20-ene-20,2,qsd,1681,2520477
24-oct-19,4,brr,1612,4245367
13-dic-19,3,qsd,1458,2520477
13-ago-19,1,qsd,1625,4245367
02-mar-19,1,clz,4145,6931035
03-mar-20,4,brr,1898,1111222
13-ago-19,1,pzz,4041,2630867
06-feb-19,2,qsd,1791,4245367
26-mar-19,2,qsd,5678,9922377
14-feb-19,1,qsd,5885,4245367
28-feb-19,2,clz,335,2520477
28-may-19,2,qsd,2085,9611338
23-sep-19,3,pzz,1776,2310967
16-jun-19,1,qsd,1450,5942572
10-jul-19,4,qsd,5451,6332756
17-jun-19,1,brr,1845,2310967
02-jun-19,1,clz,905,3833745
20-jun-19,2,pzz,4105,6931035
21-nov-19,4,pzz,2598,9611338
01-mar-19,2,brr,1706,2630867
29-ago-19,4,brr,3835,2630867
28-abr-19,3,brr,3402,2520477
06-may-19,1,pzz,3115,4245367
03-abr-19,2,pzz,3902,4245367
01-dic-19,1,qsd,2101,9611338
12-jul-19,4,brr,4639,5942572
16-jun-19,2,pzz,4543,9922377
26-feb-20,1,brr,2229,2310967
01-jun-19,3,brr,4624,5942572
29-nov-19,2,qsd,782,4245367
28-ago-19,3,clz,1591,2520477
27-ene-20,1,clz,832,9611338
15-sep-19,4,pzz,5932,5942572
12-ene-20,2,brr,4077,1111222
12-mar-19,2,pzz,4861,2520477
08-sep-19,4,brr,2439,4245367
09-oct-19,4,clz,3163,9922377
30-ene-20,4,brr,1247,2630867
24-feb-20,1,brr,3549,6931035
29-oct-19,2,qsd,5989,2310967
24-ene-20,4,qsd,5683,2520477
25-may-19,4,qsd,3576,4245367
24-nov-19,2,qsd,2487,2520477
05-ene-20,1,pzz,2921,4245367
21-abr-19,2,pzz,3900,9922377
17-nov-19,4,pzz,3732,2630867
03-jul-19,2,clz,5781,5942572
25-jun-19,4,pzz,5705,6931035
11-jul-19,1,clz,1517,4245367
16-abr-19,1,clz,4239,1111222
18-jun-19,1,qsd,2830,6931035
20-ago-19,1,qsd,2304,3833745
12-dic-19,3,brr,816,4245367
04-jun-19,1,brr,359,4245367
17-ago-19,4,pzz,3567,6332756
18-jun-19,4,clz,421,9611338
03-ene-20,3,pzz,4169,2630867
14-nov-19,2,pzz,2366,2630867
26-jun-19,2,brr,5997,2520477
01-jul-19,1,clz,4132,6332756
07-nov-19,3,pzz,3408,1111222
02-may-19,4,pzz,3491,6332756
17-ene-20,3,pzz,3779,3833745
01-jul-19,2,brr,5562,3833745
02-nov-19,1,clz,1167,5942572
11-ene-20,1,pzz,3984,9611338
29-jun-19,3,brr,5396,9922377
04-sep-19,4,brr,2149,4245367
12-ene-20,4,pzz,5981,1111222
01-sep-19,3,brr,732,1111222
06-feb-19,3,clz,1414,2630867
25-feb-20,2,clz,4080,5942572
05-nov-19,3,clz,4710,9611338
16-feb-20,4,clz,5704,2630867
09-sep-19,1,qsd,2480,2310967
23-feb-19,3,clz,1154,6931035
31-ene-20,4,qsd,5377,4245367
05-dic-19,2,brr,2578,5942572
02-dic-19,3,pzz,4501,5942572
28-abr-19,2,clz,5803,1111222
03-jun-19,1,brr,2407,2310967
10-mar-19,3,brr,3910,6931035
21-ago-19,4,brr,4305,5942572
17-mar-19,4,clz,2968,5942572
24-jun-19,2,qsd,3938,1111222
31-dic-19,3,clz,1316,6931035
24-may-19,3,qsd,538,3833745
15-oct-19,3,qsd,1129,2310967
22-sep-19,4,brr,805,6931035
11-ene-20,3,brr,691,2520477
13-ago-19,2,pzz,4550,4245367
15-abr-19,2,brr,3138,3833745
07-oct-19,3,clz,3878,6332756
15-nov-19,2,brr,4011,2520477
01-jun-19,4,brr,1055,9922377
01-nov-19,2,qsd,3113,2630867
08-feb-20,1,clz,3239,1111222
05-nov-19,2,pzz,656,2520477
18-oct-19,1,clz,1205,4245367
06-abr-19,3,pzz,2680,6931035
30-sep-19,2,pzz,5341,1111222
02-may-19,3,brr,4764,2520477
07-feb-19,4,brr,2514,9922377
06-sep-19,1,qsd,3276,6332756
11-jul-19,3,qsd,4064,4245367
12-abr-19,1,pzz,4707,2630867
21-oct-19,2,clz,3148,2310967
15-feb-20,4,clz,4385,3833745
01-nov-19,2,clz,708,9611338
15-feb-19,1,pzz,4076,9611338
05-sep-19,4,clz,5463,5942572
16-ene-20,2,clz,2040,9611338
10-may-19,3,qsd,1646,1111222
16-jun-19,2,pzz,3127,9611338
11-oct-19,1,pzz,3877,2630867
28-dic-19,4,qsd,4986,6332756
12-ago-19,4,qsd,5880,2310967
24-abr-19,2,qsd,3886,9611338
24-ene-20,3,clz,1436,1111222
20-jun-19,2,qsd,1717,2630867
11-sep-19,4,qsd,5032,1111222
17-feb-20,3,brr,1870,9922377
25-mar-19,4,brr,1371,2520477
19-mar-19,4,pzz,4811,2520477
16-may-19,4,qsd,5210,6332756
13-ago-19,2,clz,3592,9922377
12-jun-19,3,brr,1248,2630867
29-jul-19,4,brr,5695,2630867
31-oct-19,4,qsd,2671,6931035
29-feb-20,2,brr,3751,5942572
02-ago-19,1,qsd,3519,4245367
05-jun-19,3,brr,4329,5942572
04-sep-19,1,qsd,5077,3833745
25-mar-19,1,brr,1661,9922377
04-jun-19,4,pzz,439,5942572
16-feb-19,3,qsd,5932,1111222
02-feb-20,1,brr,5110,4245367
06-jun-19,3,clz,3543,2310967
11-may-19,1,pzz,497,9922377
05-ago-19,1,brr,1047,2310967
20-may-19,4,qsd,1720,6332756
25-ene-20,4,qsd,5619,9922377
03-ago-19,4,pzz,3682,6332756
19-jun-19,4,pzz,5761,2520477
10-nov-19,3,brr,2673,4245367
02-mar-20,1,brr,521,2310967
11-ago-19,4,pzz,2514,6332756
28-nov-19,1,qsd,2820,2310967
14-ene-20,4,brr,5561,2310967
20-nov-19,2,clz,1230,9922377
10-abr-19,2,qsd,2435,9611338
01-sep-19,2,clz,2204,2630867
31-may-19,4,pzz,4353,2520477
15-jul-19,1,qsd,3225,1111222
11-abr-19,1,pzz,856,6931035
23-dic-19,1,clz,4070,1111222
12-oct-19,4,pzz,688,4245367
25-abr-19,1,pzz,5536,3833745
10-sep-19,4,brr,5785,2310967
27-ago-19,2,clz,904,6931035
13-nov-19,4,qsd,4141,2310967
23-jun-19,1,qsd,1677,4245367
31-ago-19,2,clz,3255,2310967
20-oct-19,2,pzz,1396,6332756
17-dic-19,4,qsd,3412,3833745
11-nov-19,3,clz,3387,6332756
13-feb-20,3,clz,1886,2310967
06-dic-19,4,brr,5392,4245367
17-dic-19,2,qsd,662,2310967
06-nov-19,2,clz,834,1111222
28-abr-19,3,clz,4870,5942572
12-ene-20,4,qsd,3172,9922377
06-sep-19,4,qsd,1264,6931035
06-feb-19,3,clz,5928,5942572
28-abr-19,3,brr,2313,2630867
07-dic-19,2,brr,3072,2520477
10-ago-19,4,clz,5627,2310967
10-nov-19,2,pzz,1963,6931035
19-oct-19,3,clz,4226,2520477
13-nov-19,3,brr,1500,9611338
25-mar-19,4,brr,947,2630867
20-dic-19,4,qsd,4752,2310967
18-may-19,2,pzz,4732,1111222
07-may-19,1,clz,3330,4245367
24-ene-20,3,pzz,5714,9611338
09-dic-19,3,clz,4814,2520477
29-oct-19,3,brr,762,1111222
10-feb-20,2,pzz,3076,2630867
06-dic-19,4,pzz,4555,2310967
09-jun-19,1,pzz,3921,4245367
03-sep-19,2,brr,1082,4245367
19-mar-19,3,clz,1361,9611338
16-feb-19,4,clz,3841,4245367
13-dic-19,2,brr,4264,1111222
07-abr-19,2,clz,474,1111222
07-jul-19,1,qsd,1286,1111222
23-abr-19,1,pzz,3588,9922377
14-ago-19,4,clz,3443,3833745
14-oct-19,3,pzz,3652,1111222
13-dic-19,2,clz,1543,1111222
06-abr-19,1,brr,1078,6332756
01-jun-19,1,clz,5988,9922377
23-abr-19,1,pzz,4392,2630867
19-dic-19,3,clz,4436,6931035
17-abr-19,4,pzz,330,2630867
01-feb-20,3,qsd,604,9611338
